title,year,feminism,dubious,stars,numVotes,titleType,runtimeMinutes,first_genre,second_genre,third_genre,full feminist
Napoleon Dynamite,2004,1,no,7.0,235565.0,movie,96.0,Comedy,,,0
Harry Potter and the Prisoner of  Azkaban,2004,3,no,7.9,684264.0,movie,142.0,Adventure,Family,Fantasy,1
Team America: World Police,2004,2,no,7.2,177606.0,movie,98.0,Action,Comedy,,0
A Good Woman,2004,3,no,6.4,14013.0,movie,93.0,Comedy,Drama,Romance,1
"Phantom of the Opera, The",2004,2,yes,7.2,129934.0,movie,143.0,Drama,Musical,Romance,0
Hana and Alice,2004,3,no,7.2,4853.0,movie,135.0,Comedy,Drama,Romance,1
A Home at the End of The World,2004,3,yes,6.6,13964.0,movie,97.0,Drama,Romance,,1
Palindromes,2004,1,no,6.7,12819.0,movie,100.0,Comedy,Drama,,0
Duck Season,2004,1,no,7.2,4579.0,movie,90.0,Comedy,Drama,,0
Collateral,2004,1,no,7.5,429734.0,movie,120.0,Action,Crime,Drama,0
Saving Face,2004,3,no,7.4,13271.0,movie,91.0,Comedy,Drama,Romance,1
Vera Drake,2004,3,no,7.6,26703.0,movie,125.0,Crime,Drama,,1
Three... Extremes,2004,3,no,6.9,20766.0,movie,126.0,Horror,,,1
Mysterious Skin,2004,1,no,7.6,75556.0,movie,105.0,Drama,,,0
Head-On,2004,3,no,7.9,57313.0,movie,121.0,Drama,Romance,,1
Cellular,2004,3,no,6.5,104920.0,movie,94.0,Action,Crime,Thriller,1
"Final Cut, The",2004,2,no,6.1,34306.0,movie,95.0,Drama,Sci-Fi,Thriller,0
With Blood on My Hands: Pusher II,2004,3,no,7.3,24696.0,movie,100.0,Action,Crime,Drama,1
Notre musique,2004,1,no,6.8,3100.0,movie,80.0,Drama,,,0
Ray,2004,3,yes,7.7,156376.0,movie,152.0,Biography,Drama,Music,1
Dawn of the Dead,2004,3,no,7.3,270197.0,movie,101.0,Action,Horror,,1
New York Minute,2004,3,no,4.9,24798.0,movie,91.0,Comedy,Crime,Family,1
2046,2004,3,no,7.4,61321.0,movie,129.0,Drama,Romance,Sci-Fi,1
"Aviator, The",2004,1,no,7.5,381617.0,movie,170.0,Biography,Drama,,0
Maria Full of Grace,2004,3,no,7.4,36058.0,movie,101.0,Crime,Drama,,1
A Love Song for Bobby Long,2004,3,no,7.1,27062.0,movie,119.0,Drama,,,1
"Third Society, The",2004,1,no,5.9,97.0,movie,84.0,Action,Comedy,,0
Scooby Doo 2: Monsters Unleashed,2004,3,no,5.2,64179.0,movie,93.0,Adventure,Comedy,Family,1
Raising Helen,2004,3,no,6.0,38117.0,movie,119.0,Comedy,Drama,Romance,1
Kung Fu Hustle,2004,0,no,7.7,149519.0,movie,99.0,Action,Comedy,Fantasy,0
3-Iron,2004,1,no,7.9,57916.0,movie,88.0,Crime,Drama,Romance,0
"Spirit of Jeet Kune Do, The",2004,1,no,7.4,2742.0,movie,116.0,Action,Drama,History,0
Crash,2004,3,no,7.7,447455.0,movie,112.0,Crime,Drama,Thriller,1
"Grudge, The",2004,3,no,5.9,150188.0,movie,91.0,Horror,Mystery,Thriller,1
13 Going on 30,2004,3,no,6.3,213639.0,movie,98.0,Comedy,Fantasy,Romance,1
They Came Back,2004,3,no,5.8,2968.0,movie,102.0,Drama,Fantasy,,1
"Place Promised in Our Early Days, The",2004,1,no,6.9,15005.0,movie,90.0,Animation,Drama,Romance,0
Tales From The Crapper,2004,3,yes,3.9,726.0,video,90.0,Comedy,Drama,Fantasy,1
"Polar Express, The",2004,1,no,6.6,239494.0,movie,100.0,Adventure,Animation,Comedy,0
Layer Cake,2004,1,no,7.3,193980.0,movie,105.0,Action,Crime,Drama,0
Connie and Carla,2004,3,no,6.2,8584.0,movie,108.0,Comedy,Crime,Music,1
Gladiatress,2004,3,no,4.2,1470.0,movie,89.0,Adventure,Comedy,,1
Nochnoy dozor (Night Watch),2004,1,no,6.4,55211.0,movie,114.0,Action,Fantasy,Horror,0
Ginger Snaps 2: Unleashed,2004,3,no,6.4,15089.0,movie,94.0,Horror,Thriller,,1
White Chicks,2004,3,no,5.8,161068.0,movie,109.0,Comedy,Crime,,1
Hellboy,2004,1,no,6.8,347321.0,movie,122.0,Action,Adventure,Fantasy,0
He Was Cool (Geunomeun meoshiteotda),2004,3,no,6.1,1382.0,movie,113.0,Comedy,Romance,,1
Crimes of Fashion,2004,3,no,4.7,1387.0,tvMovie,90.0,Comedy,,,1
"Life Aquatic with Steve Zissou, The",2004,2,no,7.2,209709.0,movie,119.0,Action,Adventure,Comedy,0
Home on the Range,2004,3,no,5.4,25673.0,movie,76.0,Adventure,Animation,Comedy,1
Bratz the Video: Starrin&#39; &amp; Stylin&#39;,2004,3,no,5.6,296.0,video,59.0,Animation,Family,,1
Taxi,2004,3,no,4.5,44590.0,movie,97.0,Action,Comedy,Crime,1
Eulogy,2004,3,no,6.4,9245.0,movie,91.0,Comedy,Drama,,1
Secret Window,2004,1,no,6.5,208247.0,movie,96.0,Drama,Mystery,Thriller,0
Raise Your Voice,2004,3,no,5.8,28791.0,movie,107.0,Family,Music,Musical,1
Caribe,2004,3,yes,6.0,237.0,movie,90.0,Drama,Mystery,,1
Bride and Prejudice,2004,3,no,6.2,21595.0,movie,122.0,Comedy,Drama,Musical,1
Nemmeno il destino,2004,1,no,7.0,192.0,movie,110.0,Drama,,,0
Nina,2004,3,no,6.6,994.0,movie,85.0,Animation,Drama,Thriller,1
House of Voices (Saint Ange),2004,3,no,5.0,4905.0,movie,98.0,Drama,Fantasy,Horror,1
Creep,2004,3,no,5.6,31555.0,movie,85.0,Horror,Mystery,Thriller,1
"Holy Girl, The",2004,3,no,6.7,4257.0,movie,106.0,Drama,,,1
"Village, The",2004,3,no,6.6,275759.0,movie,108.0,Drama,Mystery,Thriller,1
Bridget Jones: The Edge of Reason,2004,3,no,6.0,121542.0,movie,108.0,Comedy,Drama,Romance,1
Shark Tale,2004,1,no,6.0,197090.0,movie,90.0,Adventure,Animation,Comedy,0
In Search of Santa,2004,3,no,4.5,328.0,video,80.0,Adventure,Animation,Family,1
Corpses,2004,3,no,3.5,429.0,video,90.0,Comedy,Horror,,1
Before Sunset,2004,0,no,8.1,285019.0,movie,80.0,Drama,Romance,,0
Dodgeball: A True Underdog Story,2004,3,no,6.7,265079.0,movie,92.0,Comedy,Sport,,1
Meet the Fockers,2004,3,no,6.3,284825.0,movie,115.0,Comedy,Romance,,1
National Treasure,2004,2,no,6.9,352318.0,movie,131.0,Action,Adventure,Mystery,0
Jennifer&#39;s Shadow,2004,3,no,4.4,591.0,movie,96.0,Horror,Mystery,Thriller,1
"Librarian: Quest for the Spear, The",2004,3,yes,6.2,21642.0,tvMovie,92.0,Action,Adventure,Comedy,1
After the Sunset,2004,3,no,6.2,49626.0,movie,97.0,Action,Comedy,Crime,1
Taking Lives,2004,2,no,6.2,94732.0,movie,103.0,Crime,Mystery,Thriller,0
Dear Frankie,2004,3,no,7.7,22410.0,movie,105.0,Drama,Romance,,1
Jersey Girl,2004,2,no,6.2,69819.0,movie,102.0,Comedy,Drama,Romance,0
Bionicle 2: Legends of Metru Nui,2004,0,no,5.9,1931.0,video,75.0,Action,Adventure,Animation,0
"Machinist, The",2004,1,no,7.6,412664.0,movie,101.0,Drama,Thriller,,0
"Perfect Score, The",2004,3,yes,5.7,26131.0,movie,93.0,Comedy,Crime,Drama,1
She Hate Me,2004,2,no,5.3,8194.0,movie,138.0,Comedy,Drama,,0
Being Julia,2004,3,no,7.0,12895.0,movie,104.0,Comedy,Drama,Romance,1
Alexander,2004,1,no,5.6,175772.0,movie,175.0,Action,Biography,Drama,0
Shutter,2004,1,no,7.0,48702.0,movie,97.0,Horror,Mystery,Thriller,0
Christmas with the Kranks,2004,3,no,5.5,57359.0,movie,99.0,Comedy,Family,,1
Veer-Zaara,2004,3,no,7.8,57055.0,movie,192.0,Drama,Family,Musical,1
Swades,2004,3,no,8.2,97900.0,movie,210.0,Drama,Musical,,1
Without a Paddle,2004,3,yes,5.8,50667.0,movie,95.0,Adventure,Comedy,Mystery,1
Puppet Master vs Demonic Toys,2004,3,no,3.9,2528.0,tvMovie,88.0,Comedy,Fantasy,Horror,1
"Lion King 1 1/2, The",2004,1,no,6.5,45464.0,video,77.0,Adventure,Animation,Comedy,0
Mango Kiss,2004,3,no,4.6,460.0,movie,84.0,Comedy,Romance,,1
Barbie as the Princess and the Pauper,2004,3,no,7.0,9023.0,video,85.0,Animation,Comedy,Family,1
"Prince and Me, The",2004,1,no,5.8,41307.0,movie,111.0,Comedy,Family,Romance,0
All the Ships at Sea,2004,3,no,7.2,94.0,movie,64.0,Drama,,,1
9 Songs,2004,0,no,4.7,23842.0,movie,71.0,Drama,Music,Romance,0
"Door in the Floor, The",2004,1,no,6.6,16131.0,movie,111.0,Comedy,Drama,,0
Naruto the Movie: Ninja Clash in the Land of Snow,2004,3,no,6.6,7862.0,movie,82.0,Action,Adventure,Animation,1
"Sea Inside, The",2004,3,no,8.0,84795.0,movie,126.0,Biography,Drama,,1
Dead Man&#39;s Shoes,2004,1,no,7.5,57854.0,movie,90.0,Crime,Drama,Thriller,0
"Assassination of Richard Nixon, The",2004,1,yes,6.9,26066.0,movie,95.0,Biography,Crime,Drama,0
Blessed,2004,3,no,4.2,2335.0,movie,94.0,Drama,Horror,Thriller,1
Yu-Gi-Oh!: The Movie,2004,0,no,4.9,9009.0,movie,100.0,Action,Adventure,Animation,0
Romasanta,2004,2,no,5.2,3652.0,movie,90.0,Drama,Horror,,0
Stage Beauty,2004,2,no,7.1,10701.0,movie,106.0,Drama,,,0
"SpongeBob SquarePants Movie, The",2004,3,no,7.1,100725.0,movie,87.0,Adventure,Animation,Comedy,1
Sleepover,2004,3,yes,5.3,17902.0,movie,89.0,Comedy,Family,Romance,1
A Separate Peace,2004,0,no,5.4,655.0,tvMovie,92.0,Drama,War,,0
Before the Fall,2004,1,no,7.4,17013.0,movie,110.0,Drama,Sport,Thriller,0
House of D,2004,1,no,6.8,9771.0,movie,97.0,Comedy,Drama,,0
Mindhunters,2004,1,no,6.3,63697.0,movie,106.0,Crime,Horror,Thriller,0
One Point O,2004,1,no,5.9,5974.0,movie,95.0,Drama,Horror,Mystery,0
Dirty Dancing: Havana Nights,2004,3,no,5.9,29335.0,movie,86.0,Drama,Music,Romance,1
"Punisher, The",2004,1,no,6.4,169537.0,movie,124.0,Action,Crime,Drama,0
Blade: Trinity,2004,3,no,5.8,187036.0,movie,113.0,Action,Horror,Sci-Fi,1
"Edukators, The",2004,3,yes,7.4,32305.0,movie,127.0,Drama,Romance,,1
"Passion of the Christ, The",2004,3,no,7.2,247455.0,movie,127.0,Drama,,,1
Magyar vandor,2004,0,no,5.5,4000.0,movie,109.0,Adventure,Comedy,,0
Stop Mom Theresa!,2004,2,no,5.4,870.0,movie,127.0,Comedy,Romance,,0
In my country,2004,3,no,6.0,2922.0,movie,105.0,Drama,Romance,,1
Hotel,2004,3,no,5.6,1706.0,movie,76.0,Drama,Horror,Mystery,1
MXP: Most Extreme Primate,2004,1,no,4.2,963.0,video,87.0,Comedy,Family,Sport,0
Stuck in the Suburbs,2004,3,no,5.5,4399.0,tvMovie,76.0,Comedy,Family,Music,1
Soul Plane,2004,3,no,4.5,24402.0,movie,86.0,Comedy,,,1
Pokemon the Movie: Destiny Deoxys,2004,1,no,6.0,4368.0,movie,98.0,Action,Adventure,Animation,0
Walking Tall,2004,1,no,6.3,109530.0,movie,86.0,Action,Crime,,0
Marseille,2004,3,no,6.4,699.0,movie,95.0,Drama,,,1
G.O.R.A.,2004,2,no,8.0,66419.0,movie,127.0,Adventure,Comedy,Sci-Fi,0
Confessions of Teenage Drama Queen,2004,3,no,4.7,31057.0,movie,89.0,Comedy,Family,Music,1
Skeleton Man,2004,3,no,2.1,2084.0,tvMovie,95.0,Action,Horror,Thriller,1
EuroTrip,2004,1,no,6.6,220894.0,movie,92.0,Comedy,,,0
Daniel the Wizard,2004,1,no,1.2,14813.0,movie,81.0,Comedy,Crime,Fantasy,0
M. Kumaran S/O Mahalakshmi,2004,2,no,7.1,1461.0,movie,166.0,Action,Drama,Sport,0
"Pleasure Drivers, The",2005,3,no,4.3,642.0,movie,99.0,Crime,Drama,Thriller,1
Wild Things: Diamonds in the Rough,2005,3,no,4.5,5253.0,video,87.0,Crime,Drama,Mystery,1
Batman Begins,2005,1,no,8.2,1562355.0,movie,140.0,Action,Crime,Drama,0
Sin City,2005,3,no,8.0,790611.0,movie,124.0,Crime,Thriller,,1
"Hitchhiker&#39;s Guide to the Galaxy, The",2005,1,yes,6.7,207219.0,movie,109.0,Adventure,Comedy,Sci-Fi,0
V for Vendetta,2005,3,yes,8.2,1171325.0,movie,132.0,Action,Drama,Sci-Fi,1
Robots,2005,1,yes,6.4,160412.0,movie,91.0,Adventure,Animation,Comedy,0
Walk the Line,2005,3,yes,7.8,264002.0,movie,136.0,Biography,Drama,Music,1
Serenity,2005,3,yes,7.8,304499.0,movie,119.0,Action,Adventure,Sci-Fi,1
Assault on Precinct 13,2005,3,yes,6.3,81654.0,movie,109.0,Action,Crime,Drama,1
Kiss Kiss Bang Bang,2005,1,yes,7.5,236189.0,movie,103.0,Comedy,Crime,Mystery,0
Jarhead,2005,0,yes,7.0,204452.0,movie,125.0,Biography,Drama,War,0
Transamerica,2005,3,yes,7.4,42243.0,movie,103.0,Adventure,Comedy,Drama,1
Herbie Fully Loaded,2005,3,yes,4.9,50466.0,movie,101.0,Adventure,Comedy,Family,1
Joyeux No&euml;l,2005,0,yes,7.7,31850.0,movie,116.0,Drama,History,Music,0
Junebug,2005,3,yes,6.9,23366.0,movie,106.0,Comedy,Drama,,1
Man of the House,2005,3,yes,5.4,25075.0,movie,100.0,Comedy,Crime,,1
"Descent, The",2005,3,yes,7.2,244191.0,movie,99.0,Adventure,Horror,Thriller,1
Thank You for Smoking,2005,1,no,7.5,228027.0,movie,92.0,Comedy,Drama,,0
Hard Candy,2005,3,no,7.0,167334.0,movie,104.0,Drama,Thriller,,1
"Good Night, and Good Luck.",2005,1,no,7.4,100940.0,movie,93.0,Biography,Drama,History,0
Hide and Seek,2005,3,no,5.9,88381.0,movie,101.0,Horror,Mystery,,1
"Island, The",2005,3,no,6.8,326254.0,movie,136.0,Action,Sci-Fi,Thriller,1
Brick,2005,1,no,7.1,109680.0,movie,110.0,Crime,Drama,Mystery,0
Conversations with Other Women,2005,0,no,6.9,13076.0,movie,84.0,Comedy,Drama,Romance,0
Star Wars: Episode III - Revenge of the Sith,2005,1,yes,7.6,837807.0,movie,140.0,Action,Adventure,Fantasy,0
Water,2005,3,no,7.7,15312.0,movie,117.0,Drama,,,1
King Kong,2005,0,no,7.2,443498.0,movie,187.0,Action,Adventure,Romance,0
Imagine Me &amp;amp; You,2005,3,no,6.7,35636.0,movie,90.0,Comedy,Drama,Romance,1
Chinjeolhan geumjassi,2005,3,yes,7.5,85367.0,movie,115.0,Crime,Drama,Thriller,1
North Country,2005,3,no,7.3,44709.0,movie,126.0,Drama,,,1
Oliver Twist,2005,1,no,6.8,34113.0,movie,130.0,Crime,Drama,,0
"40 Year Old Virgin, The",2005,3,no,7.1,462690.0,movie,116.0,Comedy,Romance,,1
"Skeleton Key, The",2005,3,no,6.5,122088.0,movie,104.0,Drama,Horror,Mystery,1
Broken Flowers,2005,3,no,7.1,106354.0,movie,106.0,Comedy,Drama,Mystery,1
Casanova,2005,3,no,6.5,56140.0,movie,112.0,Adventure,Comedy,Drama,1
Into Great Silence,2005,0,no,7.3,2484.0,movie,169.0,Documentary,,,0
Sophie Scholl - Die letzten Tage,2005,3,no,7.6,28546.0,movie,120.0,Biography,Crime,Drama,1
"Legend of Zorro, The",2005,1,no,5.9,107023.0,movie,129.0,Action,Adventure,Romance,0
War of the Worlds,2005,3,no,6.5,472011.0,movie,116.0,Action,Adventure,Sci-Fi,1
Miss Congeniality 2: Armed &amp; Fabulous,2005,3,no,5.1,79788.0,movie,115.0,Action,Comedy,Crime,1
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,3,no,6.9,424503.0,movie,143.0,Adventure,Family,Fantasy,1
Factotum,2005,1,no,6.6,14971.0,movie,94.0,Comedy,Drama,Romance,0
Saw II,2005,3,yes,6.6,274308.0,movie,93.0,Horror,Mystery,,1
Angel-A,2005,0,no,7.0,35467.0,movie,91.0,Comedy,Drama,Fantasy,0
Doom,2005,1,no,5.2,118180.0,movie,105.0,Action,Horror,Sci-Fi,0
Kingdom of Heaven,2005,0,no,7.3,310677.0,movie,144.0,Action,Adventure,Drama,0
"Muppets&#39; Wizard of Oz, The",2005,3,no,5.1,3879.0,tvMovie,120.0,Adventure,Comedy,Family,1
"New World, The",2005,3,yes,6.7,89289.0,movie,135.0,Biography,Drama,History,1
"Mostly Unfabulous Social Life of Ethan Green, The",2005,3,yes,6.1,2093.0,movie,88.0,Comedy,Romance,,1
Corpse Bride,2005,3,yes,7.4,296362.0,movie,77.0,Animation,Drama,Family,1
Just Like Heaven,2005,3,no,6.7,116743.0,movie,95.0,Comedy,Drama,Fantasy,1
AEon Flux,2005,3,no,5.4,132293.0,movie,93.0,Action,Adventure,Sci-Fi,1
"Constant Gardener, The",2005,3,no,7.4,147787.0,movie,129.0,Drama,Mystery,Romance,1
"Sun, The",2005,0,no,7.3,2955.0,movie,110.0,Drama,History,,0
In Her Shoes,2005,3,no,6.5,64784.0,movie,130.0,Comedy,Drama,Romance,1
"Squid and the Whale, The",2005,2,no,7.3,89625.0,movie,81.0,Comedy,Drama,,0
Waiting...,2005,3,no,6.7,105186.0,movie,94.0,Comedy,,,1
A Bittersweet Life (Dalkomhan insaeng),2005,2,yes,7.5,42640.0,movie,119.0,Action,Crime,Drama,0
Sky High,2005,3,no,6.3,93938.0,movie,100.0,Action,Comedy,Family,1
"Jacket, The",2005,2,no,7.1,118741.0,movie,103.0,Drama,Fantasy,Mystery,0
"Adventures of Sharkboy and Lavagirl 3-D, The",2005,1,no,3.7,41924.0,movie,93.0,Action,Adventure,Comedy,0
Danny the dog,2005,1,no,7.0,107554.0,movie,103.0,Action,Crime,Thriller,0
"Sisterhood of the Traveling Pants, The",2005,3,no,6.5,64628.0,movie,119.0,Comedy,Drama,Romance,1
Mrs Palfrey at The Claremont,2005,3,no,7.6,4112.0,movie,108.0,Comedy,Drama,,1
"Call of Cthulhu, The",2005,0,no,7.1,8846.0,movie,47.0,Horror,Mystery,,0
Brokeback Mountain,2005,2,no,7.7,378713.0,movie,134.0,Drama,Romance,,0
Lord of War,2005,2,no,7.6,334429.0,movie,122.0,Crime,Drama,,0
Me and You and Everyone We Know,2005,3,no,7.2,37295.0,movie,91.0,Comedy,Drama,,1
Enron: The Smartest Guys in the Room,2005,1,no,7.6,19978.0,movie,110.0,Biography,Documentary,History,0
Wedding Crashers,2005,3,no,7.0,373239.0,movie,119.0,Comedy,Romance,,1
Red Eye,2005,3,no,6.5,133977.0,movie,85.0,Thriller,,,1
Shopgirl,2005,2,no,6.3,24615.0,movie,106.0,Drama,Romance,,0
Domino,2005,3,no,5.9,69142.0,movie,127.0,Action,Biography,Crime,1
Kinky Boots,2005,3,yes,7.1,21365.0,movie,107.0,Comedy,Drama,Music,1
Harry Potter and the Goblet of Fire,2005,1,no,7.7,674847.0,movie,157.0,Adventure,Family,Fantasy,0
Cinderella Man,2005,2,no,8.0,197177.0,movie,144.0,Biography,Drama,Romance,0
Nana,2005,3,no,7.0,3980.0,movie,113.0,Drama,Music,Romance,1
Happy Endings,2005,3,no,6.3,9384.0,movie,128.0,Comedy,Drama,Music,1
Rent,2005,3,no,6.8,55668.0,movie,135.0,Drama,Musical,Romance,1
Charlie and the Chocolate Factory,2005,3,no,6.7,522861.0,movie,115.0,Adventure,Comedy,Family,1
Sisters in Law,2005,3,no,7.3,414.0,movie,104.0,Documentary,,,1
Flightplan,2005,3,no,6.3,170820.0,movie,98.0,Drama,Mystery,Thriller,1
Strangers with Candy,2005,3,no,5.9,8418.0,movie,97.0,Comedy,,,1
Fun with Dick and Jane,2005,3,no,6.2,153006.0,movie,90.0,Comedy,Crime,,1
Dark Water,2005,3,no,5.6,65161.0,movie,105.0,Drama,Horror,Mystery,1
Fantastic Four,2005,1,no,5.7,341960.0,movie,106.0,Action,Adventure,Fantasy,0
Tristram Shandy: A Cock and Bull Story,2005,2,no,6.7,13148.0,movie,94.0,Comedy,,,0
"Ballad of Jack and Rose, The",2005,3,no,6.5,12107.0,movie,112.0,Drama,,,1
Coach Carter,2005,3,no,7.3,169544.0,movie,136.0,Biography,Drama,Sport,1
Fingersmith,2005,3,no,7.8,9552.0,tvMiniSeries,181.0,Crime,Drama,Romance,1
Tideland,2005,3,no,6.3,34523.0,movie,120.0,Drama,Fantasy,Horror,1
Dear Wendy,2005,1,no,6.5,10442.0,movie,105.0,Comedy,Crime,Drama,0
Hoodwinked!,2005,3,no,6.5,65696.0,movie,80.0,Adventure,Animation,Comedy,1
Nine Lives,2005,3,no,6.7,7107.0,movie,115.0,Drama,,,1
L&#39;empire des loups,2005,3,no,5.8,12139.0,movie,128.0,Action,Crime,Drama,1
Final Fantasy VII: Advent Children,2005,3,no,7.2,57777.0,movie,101.0,Action,Adventure,Animation,1
Madagascar,2005,0,no,6.9,432911.0,movie,86.0,Adventure,Animation,Comedy,0
Isolation,2005,1,no,5.6,7924.0,movie,95.0,Horror,Sci-Fi,Thriller,0
Memoirs of a Geisha,2005,3,no,7.3,159170.0,movie,145.0,Drama,Romance,,1
Hustle &amp; Flow,2005,3,yes,7.3,42960.0,movie,116.0,Crime,Drama,Music,1
MirrorMask,2005,3,no,6.7,23587.0,movie,101.0,Drama,Fantasy,,1
Proof,2005,3,no,6.7,46132.0,movie,100.0,Drama,Mystery,,1
Mr. &amp; Mrs. Smith,2005,2,no,6.5,534696.0,movie,120.0,Action,Comedy,Crime,0
"Devil&#39;s Rejects, The",2005,3,no,6.7,105221.0,movie,107.0,Crime,Drama,Horror,1
House of the Dead 2,2005,3,yes,3.7,6159.0,tvMovie,95.0,Action,Comedy,Horror,1
"Ring Two, The",2005,3,no,5.4,100367.0,movie,110.0,Horror,Mystery,,1
Ice Princess,2005,3,no,6.0,28765.0,movie,98.0,Comedy,Drama,Family,1
Constantine,2005,1,no,7.0,370469.0,movie,121.0,Action,Fantasy,Horror,0
Hostel,2005,1,no,5.9,189707.0,movie,94.0,Horror,,,0
"Yours, Mine and Ours",2005,3,no,5.5,30110.0,movie,88.0,Comedy,Family,Romance,1
"Wedding Date, The",2005,3,no,6.1,55978.0,movie,90.0,Comedy,Romance,,1
Legion of the Dead,2005,3,no,2.7,1221.0,video,82.0,Horror,Thriller,,1
Capote,2005,3,yes,7.3,139829.0,movie,114.0,Biography,Crime,Drama,1
Beauty Shop,2005,3,no,5.6,18542.0,movie,105.0,Comedy,,,1
Barbie: Fairytopia,2005,3,no,6.0,5054.0,video,70.0,Animation,Family,Fantasy,1
Match Point,2005,3,no,7.6,226911.0,movie,124.0,Drama,Romance,Thriller,1
Hitch,2005,2,no,6.6,333043.0,movie,118.0,Comedy,Romance,,0
Kids in America,2005,3,no,5.6,2790.0,movie,91.0,Comedy,,,1
Must Love Dogs,2005,2,no,5.9,32924.0,movie,98.0,Comedy,Romance,,0
Single White Female 2: The Psycho,2005,3,no,4.1,1789.0,video,91.0,Drama,Thriller,,1
Twelve and Holding,2005,3,no,7.4,7096.0,movie,95.0,Drama,,,1
BloodRayne,2005,3,yes,3.0,37054.0,movie,95.0,Action,Fantasy,Horror,1
Rumor Has It...,2005,3,no,5.5,61335.0,movie,97.0,Comedy,Drama,Romance,1
Stealth,2005,1,no,5.1,55982.0,movie,121.0,Action,Adventure,Sci-Fi,0
Vampire Bats,2005,3,no,4.2,1448.0,tvMovie,90.0,Action,Adventure,Horror,1
Pride and Prejudice,2005,3,no,7.8,326197.0,movie,129.0,Drama,Romance,,1
Hate Crime,2005,2,no,6.3,1585.0,movie,104.0,Crime,Drama,Mystery,0
Bratz: Rock Angelz,2005,3,no,5.5,537.0,videoGame,77.0,Adventure,,,1
"Proposition, The",2005,1,no,7.3,54734.0,movie,104.0,Crime,Drama,Western,0
"Fog, The",2005,3,no,3.7,38986.0,movie,100.0,Horror,Mystery,,1
Adam &amp; Steve,2005,3,yes,5.8,3266.0,movie,99.0,Comedy,Drama,Music,1
Munich,2005,1,no,7.5,237078.0,movie,164.0,Action,Drama,History,0
"Exorcism of Emily Rose, The",2005,3,no,6.7,139214.0,movie,119.0,Drama,Horror,Thriller,1
Bewitched,2005,3,no,4.8,75207.0,movie,102.0,Comedy,Fantasy,Romance,1
"Three Burials of Melquiades Estrada, The",2005,3,no,7.3,41744.0,movie,121.0,Adventure,Crime,Drama,1
20 centimetros,2005,3,no,6.6,1931.0,movie,112.0,Comedy,Musical,,1
Cursed,2005,3,no,5.0,34778.0,movie,97.0,Comedy,Horror,,1
Paradise Now,2005,1,no,7.4,23999.0,movie,91.0,Crime,Drama,Thriller,0
"Amityville Horror, The",2005,3,no,5.9,116828.0,movie,90.0,Horror,,,1
Son of the Mask,2005,1,no,2.3,59034.0,movie,94.0,Comedy,Family,Fantasy,0
Last Order: Final Fantasy VII,2005,0,no,7.1,1612.0,video,25.0,Action,Adventure,Animation,0
Boynton Beach Club,2005,3,no,6.5,1160.0,movie,105.0,Comedy,Romance,,1
Le couperet,2005,3,no,7.3,8387.0,movie,117.0,Comedy,Crime,Drama,1
White Noise,2005,1,no,5.5,50561.0,movie,101.0,Drama,Horror,Mystery,0
Separate Lies,2005,1,no,6.4,4617.0,movie,85.0,Crime,Drama,Romance,0
Keeping Mum,2005,3,no,6.8,35801.0,movie,99.0,Comedy,Crime,,1
Transporter 2,2005,1,no,6.3,213922.0,movie,87.0,Action,Crime,Thriller,0
Gespenster,2005,3,no,6.8,1614.0,movie,85.0,Drama,,,1
Adam&#39;s Apples,2005,0,no,7.7,54132.0,movie,94.0,Comedy,Crime,Drama,0
Boogeyman,2005,2,no,4.2,32470.0,movie,89.0,Drama,Horror,Mystery,0
Rings,2005,1,no,6.6,3053.0,video,16.0,Horror,Mystery,Short,0
Sweet Land,2005,3,no,7.1,4129.0,movie,110.0,Drama,Romance,,1
Tjenare kungen,2005,3,no,6.1,3378.0,movie,94.0,Comedy,Drama,Music,1
Boy Eats Girl,2005,2,no,4.9,3995.0,movie,80.0,Comedy,Fantasy,Horror,0
Die You Zombie Bastards!,2005,1,no,4.2,739.0,movie,97.0,Comedy,Fantasy,Horror,0
Mortuary,2005,3,no,4.2,6206.0,movie,94.0,Horror,Mystery,Thriller,1
Lords of Dogtown,2005,2,yes,7.1,57791.0,movie,107.0,Biography,Drama,Sport,0
Zathura: A Space Adventure,2005,0,no,6.2,114078.0,movie,101.0,Action,Adventure,Comedy,0
Barbie and the Magic of Pegasus,2005,3,no,6.5,5167.0,video,83.0,Animation,Family,Romance,1
"Aura, The",2005,1,no,7.1,14651.0,movie,134.0,Crime,Drama,Thriller,0
Star Wars: Revelations,2005,3,no,5.0,1195.0,video,47.0,Action,Adventure,Sci-Fi,1
Valiant,2005,1,no,5.5,24266.0,movie,76.0,Adventure,Animation,Comedy,0
Turtles Are Surprisingly Fast Swimmers,2005,3,no,6.5,974.0,movie,90.0,Comedy,,,1
Gekijoban XXXHolic Manatsu no yoru no yume,2005,3,no,7.1,730.0,movie,60.0,Animation,Comedy,Drama,1
Urban Legends: Bloody Mary,2005,3,no,4.1,9447.0,video,93.0,Horror,Thriller,,1
Swimmers,2005,3,no,6.3,460.0,movie,90.0,Drama,,,1
Romance &amp; Cigarettes,2005,3,no,6.2,12763.0,movie,105.0,Comedy,Musical,Romance,1
Bad Reputation,2005,3,no,4.1,884.0,movie,90.0,Drama,Horror,Thriller,1
